Apple Bloom;Apple Bloom is a female school-age Earth pony and a member of the Apple family. She is the younger sister of Applejack and Big McIntosh and granddaughter of Granny Smith. Apple Bloom is one of the founding members of the Cutie Mark Crusaders, a club/"secret" society devoted to helping ponies earn their cutie marks, along with Sweetie Belle and Scootaloo. She is varyingly called Apple Blossom and Apple Boom in some other media and promotional material.;[Earth];Female;[Sweet Apple Acres];https://static.wikia.nocookie.net/mlp/images/1/1c/Apple_Bloom_ID_S6E4.png/revision/latest/scale-to-width-down/240?cb=20160411140505
Scootaloo;Scootaloo is a female school-age Pegasus pony. She first appears in Friendship is Magic, part 1, and she is later properly introduced in Call of the Cutie. Scootaloo and her friends, Apple Bloom and Sweetie Belle form the Cutie Mark Crusaders, a club/"secret society" devoted to helping ponies earn their cutie marks. She is a talented scooter driver. She idolizes Rainbow Dash and develops a sisterly bond with her in Sleepless in Ponyville. Lauren Faust has stated that Scootaloo and Rainbow are not related.[6];[Pegasus];Female;[A house in Ponyville];https://static.wikia.nocookie.net/mlp/images/5/5a/Scootaloo_ID_S6E4.png/revision/latest/scale-to-width-down/240?cb=20160411140522
Sweetie Belle;Sweetie Belle is a school-age unicorn pony and Rarity's younger sister. She makes her first major appearance in the episode Call of the Cutie. Sweetie Belle and her friends, Apple Bloom and Scootaloo, form the Cutie Mark Crusaders, a club/"secret society" devoted to helping ponies earn their cutie marks.;[Unicorn];Female;null;data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D
Babs Seed;Babs Seed is a female school-age Earth pony and Apple Bloom's cousin from Manehattan. She is a former member of the Cutie Mark Crusaders, having gotten a cutie mark of a pair of scissors with apple-shaped handles, as revealed in Bloom & Gloom, and the founder of the Crusaders' Manehattan branch. She speaks with a heavy Bronx accent. She is called Sweetie Babs in some merchandise.;[Earth Human ];Female;[Manehattan Farrier Hill, Hooflyn ];https://static.wikia.nocookie.net/mlp/images/c/c0/Babs_Seed_ID_MLP_Facebook.png/revision/latest/scale-to-width-down/210?cb=20190906111222
Gabby;Gabby, short for Gabriella, is a female griffon, supporting character, and member of the Cutie Mark Crusaders who first appears in the season six episode The Fault in Our Cutie Marks.;[Griffon];Female;[Griffonstone];https://static.wikia.nocookie.net/mlp/images/e/ec/Gabby_ID_S6E19.png/revision/latest/scale-to-width-down/250?cb=20160910211625
Princess Celestia;Princess Celestia, called Queen Celestia in one comic and early development, is an Alicorn pony, the former co-ruler of Equestria alongside her younger sister Princess Luna, and the adoptive aunt of Princess Cadance. In addition to her responsibility of raising the sun, she has also been the teacher of Twilight Sparkle and Sunset Shimmer at different periods in time, often addressing Twilight as "my faithful student" while mentoring her. She has a pet phoenix named Philomena.;[Alicorn];Female;[Maretime Manorilver Shoals ,  Canterlot ,  Castle of the Two Sisters ];https://static.wikia.nocookie.net/mlp/images/2/2a/Princess_Celestia_ID_S4E01.png/revision/latest/scale-to-width-down/220?cb=20140322224921
Princess Luna;Princess Luna, known as Nightmare Moon[4] or Night Mare Moon[5] when transformed or under certain other circumstances,[note 3] is an Alicorn pony, the younger sister of Princess Celestia, and the main antagonist of the season one premiere of My Little Pony Friendship is Magic as Nightmare Moon. She is also the adoptive aunt of Princess Cadance. Eventually, the Elements of Harmony restore Luna to her former self and she returns to rule over Equestria alongside her older sister. Princess Luna/Nightmare Moon is called by her respective early names Princess Selena/Night Mare in another depiction.;[Alicorn];Female;[Maretime Manorilver Shoals ,  Canterlot ,  Moon ,  Castle of the Two Sisters ];https://static.wikia.nocookie.net/mlp/images/1/18/Princess_Luna_ID_S5E04.png/revision/latest/scale-to-width-down/240?cb=20150422172452
Prince Blueblood;Prince Blueblood is a royal male unicorn pony who resides in Canterlot. He is the distant nephew of Princess Celestia and Princess Luna and the cousin of Princess Cadance. He starts out as the object of Rarity's affections, but once they meet in person, he falls short of her expectations.;[Unicorn];Male;[Canterlot];https://static.wikia.nocookie.net/mlp/images/b/b9/Prince_Blueblood_ID_S1E03.png/revision/latest/scale-to-width-down/240?cb=20110510223111
Shining Armor;Shining Armor is a male unicorn pony, Twilight Velvet and Night Light's son, Twilight Sparkle's older brother, Princess Cadance's husband, and Flurry Heart's father. He is the former captain of the Canterlot Royal Guard, serving under Princess Celestia and Princess Luna, and bears the title of prince as a result of his marriage to Cadance. He first appears in the two-part season two finale alongside Cadance. In the season three premiere, he and Cadance are appointed as the rulers of the Crystal Empire.;[Unicorn Human ];Male;[Crystal Empire Canterlot ];https://static.wikia.nocookie.net/mlp/images/2/29/Shining_Armor_ID_S5E19.png/revision/latest/scale-to-width-down/225?cb=20151026075733
Princess Cadance;Princess Cadance, full name Princess Mi Amore Cadenza, is a Pegasus-turned-Alicorn pony who is first featured in the season two finale alongside her husband Shining Armor. She is Flurry Heart's mother, Twilight Sparkle's sister-in-law (after marrying Shining Armor) and former foal-sitter, Princess Celestia's adopted niece,[note 1] and the co-ruler of the Crystal Empire alongside Shining Armor. She is also stated to be "a very distant relative" of Princess Amore, the former unicorn ruler of the Crystal Empire.[4];[Alicorn Pegasus ,  Human ];Female;[Crystal Empire Canterlot , [2]];https://static.wikia.nocookie.net/mlp/images/6/6f/Princess_Cadance_ID_S4E11.png/revision/latest/scale-to-width-down/225?cb=20140128163901
Prince Rutherford;Prince Rutherford is a male yak and the prince of the kingdom of Yakyakistan. He first appears in the season five episode Party Pooped.;[Yak];Male;null;https://static.wikia.nocookie.net/mlp/images/3/3e/Prince_Rutherford_ID_S5E11.png/revision/latest/scale-to-width-down/220?cb=20150630030726
Flurry Heart;Flurry Heart, also called Baby Flurry Heart[1] or Princess Flurry Heart, is an Alicorn foal and the newborn daughter of Princess Cadance and Shining Armor. She is first indirectly mentioned in the season five episode The One Where Pinkie Pie Knows, and she makes her physical debut in the season six premiere.;[Alicorn];Female;[Crystal Empire];https://static.wikia.nocookie.net/mlp/images/7/71/Flurry_Heart_ID_S6E1.png/revision/latest/scale-to-width-down/240?cb=20160327000953
Ember;Ember is a dragon princess and supporting character who first appears in the season six episode Gauntlet of Fire. She is the current Dragon Lord of the Dragon Lands, succeeding her father Torch.;[Dragon];Female;[Dragon Lands];https://static.wikia.nocookie.net/mlp/images/b/bc/Princess_Ember_ID_S6E5.png/revision/latest/scale-to-width-down/160?cb=20160418043217
Thorax;Thorax is a male changeling and supporting character who appears briefly at the end of the season six episode The Crystalling - Part 2[1] before making his prominent debut in The Times They Are A Changeling. In the season six finale, he becomes the new leader of the changelings following the defeat of Queen Chrysalis.;[Changeling];Male;[Changeling Kingdom Crystal Empire ];data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D
Princess Skystar;Princess Skystar is a female seapony/Hippogriff who appears as a supporting character in My Little Pony The Movie and a central character in the chapter book Beyond Equestria: Fluttershy Balances the Scales. She also makes minor appearances in the chapter book The Stormy Road to Canterlot and the season nine episode The Ending of the End - Part 2. She is the princess of the underwater kingdom of Seaquestria and the daughter of Queen Novo.;[Seapony Hippogriff];Female;[Seaquestria Hippogriffia ];https://static.wikia.nocookie.net/mlp/images/7/77/Princess_Skystar_ID_MLPTM.png/revision/latest/scale-to-width-down/240?cb=20171015024706
Queen Novo;Queen Novo is a female seapony/Hippogriff who appears as a supporting character in My Little Pony The Movie and a minor character in the chapter books The Stormy Road to Canterlot and Beyond Equestria: Fluttershy Balances the Scales. She also appears in the IDW comics and the episodes The Hearth's Warming Club and The Ending of the End - Part 2. She is the ruler of the kingdoms of Seaquestria and Hippogriffia and the mother of Princess Skystar.;[Seapony Hippogriff];Female;[Seaquestria Hippogriffia];https://static.wikia.nocookie.net/mlp/images/f/f9/Queen_Novo_ID_MLPTM.png/revision/latest/scale-to-width-down/240?cb=20171016211949
Princess Amore;Princess Amore is a female unicorn Crystal Pony who appears in the IDW comics' My Little Pony: FIENDship is Magic Issue #1 and whose name appears in Little, Brown and Company's The Journal of the Two Sisters. She is the first "Crystal Princess"/"queen" and ruler of the Crystal Empire before the rise of King Sombra.;[Crystal Unicorn];Female;[Crystal Empire ];https://static.wikia.nocookie.net/mlp/images/6/60/FIENDship_is_Magic_issue_1_Princess_Amore.png/revision/latest/scale-to-width-down/180?cb=20150401230216
Granny Smith;Granny Smith is an elderly Earth pony. She is Applejack, Apple Bloom, and Big McIntosh's paternal grandmother and a recurring character in the series. Like nearly all of the Apple family's cutie marks, hers is an apple based product, in this case a pie.;[Earth];Female;[Sweet Apple Acres];https://static.wikia.nocookie.net/mlp/images/3/38/Granny_Smith_ID_S2E06.png/revision/latest/scale-to-width-down/240?cb=20111213195959
Big McIntosh;Big McIntosh is a male Earth pony, the older brother of Applejack and Apple Bloom, Sugar Belle's husband, and a member of the Apple family. He makes his debut in the first episode, during which he idly walks in Ponyville the moment Twilight Sparkle first arrives. Later, Applejack introduces him during the Apple family reunion, although he has no speaking roles until the fourth episode, Applebuck Season. He is soft-spoken and laconic, and often replies with a simple "eeyup" or "nnope." He is first called by the nickname Big Mac in The Cutie Pox. Later episodes refer to him with this nickname more often than with his real name, even in the credits.;[Earth];Male;[Sweet Apple Acres];https://static.wikia.nocookie.net/mlp/images/2/2b/Big_McIntosh_id_S2E17.png/revision/latest/scale-to-width-down/175?cb=20200816023627
Braeburn;Braeburn is a male Earth pony and Applejack, Big McIntosh, and Apple Bloom's cousin from Appleloosa. He first appears in the season one episode Over a Barrel. Like most of the other named Apple family members, his name is apple-related, being the name of an apple cultivar.;[Earth];Male;[Appleloosa];https://static.wikia.nocookie.net/mlp/images/4/4b/Braeburn_ID_S1E21.png/revision/latest/scale-to-width-down/240?cb=20120715144759
Aunt and Uncle Orange;Aunt and Uncle Orange are the married Earth pony aunt and uncle of Applejack in the Apple family. They are simply called by their titles-and-shared-name Aunt Orange and Uncle Orange both in The Cutie Mark Chronicles and in Gameloft's mobile game, while the latter Orange is called by that as well as his individual name Mosely Orange in various merchandise.;[Earth];Female;[Manehattan];https://static.wikia.nocookie.net/mlp/images/e/ef/Aunt_Orange_ID_S1E23.png/revision/latest/scale-to-width-down/200?cb=20110823211431
Hayseed Turnip Truck;Hayseed Turnip Truck is a male Earth pony in the Apple family who first appears in Sweet and Elite.;[Earth];Male;null;https://static.wikia.nocookie.net/mlp/images/b/be/Hayseed_Turnip_Truck_ID_S2E9.png/revision/latest/scale-to-width-down/200?cb=20140623015735
Apple Strudel;Apple Strudel is an Earth pony and uncle in the Apple family. He has a brown coat, a white and gray mane, and blue eyes. He is first mentioned in Friendship is Magic, part 1, and he appears in Family Appreciation Day and Apple Family Reunion.;[Earth];Male;null;https://static.wikia.nocookie.net/mlp/images/c/c7/Apple_Strudel_ID_S2E12.png/revision/latest/scale-to-width-down/200?cb=20150803014838
Auntie Applesauce;Auntie Applesauce is an elderly Earth pony and a member of the Apple family who first appears in the season three episode Apple Family Reunion. She is the great-grandaunt of Applejack and her siblings and Granny Smith's aunt.;[Earth];Female;null;https://static.wikia.nocookie.net/mlp/images/2/2a/Applesauce_ID_S3E08.png/revision/latest/scale-to-width-down/200?cb=20150507195655
Apple Rose;Apple Rose is an elderly Earth pony and a member of the Apple family who first appears in the season three episode Apple Family Reunion. She is Granny Smith's favorite cousin.;[Earth];Female;[Silver Stable Retirement Community];https://static.wikia.nocookie.net/mlp/images/1/10/Apple_Rose_ID_S3E08.png/revision/latest/scale-to-width-down/240?cb=20150507181548
Goldie Delicious;Goldie Delicious is a relative of the Apple family introduced in Pinkie Apple Pie. She keeps a number of cats and she is shown to be a hoarder of items and heirlooms.;[Earth Human ];Female;[A cabin not far from Ponyville Sweet Apple Acres ];https://static.wikia.nocookie.net/mlp/images/c/c7/Goldie_Delicious_ID_S4E09.png/revision/latest/scale-to-width-down/220?cb=20140113191231
Bright Mac and Pear Butter;Bright Mac, full name Bright Macintosh,[note 1] and Pear Butter are the married Earth pony parents of Applejack, Apple Bloom, and Big McIntosh. They physically appear in flashback in the season seven episode The Perfect Pear, and they are alluded to in other episodes and media.;[Earth];Male;[Sweet Apple Acres];https://static.wikia.nocookie.net/mlp/images/8/8e/Bright_Mac_ID_S7E13.png/revision/latest/scale-to-width-down/180?cb=20170808004854
Limestone Pie and Marble Pie;Limestone Pie and Marble Pie are female Earth ponies and members of the Pie family. They are Pinkie Pie's oldest and youngest sisters respectively. They first appear as fillies in a flashback in The Cutie Mark Chronicles before debuting as fully grown mares in present day in the chapter book Pinkie Pie and the Rockin' Ponypalooza Party! and the season five episode Hearthbreakers.;[Earth];Female;[Pie Family Rock Farm, Rockville, Western Equestria];https://static.wikia.nocookie.net/mlp/images/a/a2/Limestone_Pie_ID_S5E20.png/revision/latest/scale-to-width-down/200?cb=20151024190324
Igneous Rock Pie and Cloudy Quartz;Igneous Rock Pie and Cloudy Quartz, also called Pa Pie and Ma Pie respectively, are two married Earth ponies and members of the Pie family who live on a rock farm in Equestria. They are the parents of Limestone Pie, Maud Pie, Pinkie Pie, and Marble Pie.;[Earth];Male;[Pie Family Rock Farm, Rockville, Western Equestria];https://static.wikia.nocookie.net/mlp/images/4/4d/Igneous_Rock_ID_S5E20.png/revision/latest/scale-to-width-down/250?cb=20151110214811
Maud Pie;Doctor Maud Pie, full name Maudileena[note 1] Daisy Pie, is a female Earth pony and Pinkie Pie's older sister. She is first seen as a filly in a portrait in Pinkie Pride, before first appearing in person as a grown mare in the season four episode of the same name, and her human counterpart appears in the My Little Pony Equestria Girls franchise; both counterparts also appear in IDW comics. She is called Maud Rock Pie in some merchandise.;[Earth];Female;[Crystal cave near Ponyville ,  Pie Family Rock Farm, Rockville, Western Equestria ];https://static.wikia.nocookie.net/mlp/images/1/10/Maud_Pie_ID_S4E18.png/revision/latest/scale-to-width-down/220?cb=20140317163136
Mr. and Mrs. Shy;Mr. and Mrs. Shy are the married Pegasus pony parents of Fluttershy and Zephyr Breeze who first appear in the season six episode Flutter Brutter.;[Pegasus];Male;[Cloudsdale];https://static.wikia.nocookie.net/mlp/images/2/2d/Mr._Shy_ID_S6E11.png/revision/latest/scale-to-width-down/190?cb=20160605103050
Zephyr Breeze;Zephyr Breeze is a male Pegasus pony and Fluttershy's younger brother who first appears in the season six episode Flutter Brutter.;[Pegasus];Male;[Cloudsdale Ponyville ];https://static.wikia.nocookie.net/mlp/images/1/14/Zephyr_Breeze_ID_S6E11.png/revision/latest/scale-to-width-down/180?cb=20160605103015
Mr. and Mrs. Cake;Mr. Carrot Cake and Mrs. Cup Cake (née Chiffon Swirl) are two Earth ponies who are the owners of Sugarcube Corner and Pinkie Pie's employers and landlords, as they rent the loft above the shop to her.[5] In the season two episode Baby Cakes, they become parents to twin foals Pound Cake and Pumpkin Cake. Mrs. Cake is called Mrs. Dazzle Cake and Mrs. Pink in some different merchandise.;[Earth Human ];Male;[Ponyville];https://static.wikia.nocookie.net/mlp/images/e/ea/Mr._Cake_ID_S2E10.png/revision/latest/scale-to-width-down/240?cb=20131029203445
Pound Cake and Pumpkin Cake;Pound Cake and Pumpkin Cake are Mr. and Mrs. Cake's fraternal twin foals who make their debut in the season two episode Baby Cakes. They are sometimes collectively referred to as the Cake twins.[note 1];[Pegasus];Male;[Sugarcube Corner, Ponyville];https://static.wikia.nocookie.net/mlp/images/7/73/Pound_Cake_smiling_ID_S2E13.png/revision/latest/scale-to-width-down/240?cb=20120117144123
Gallus;Gallus is a male griffon and one of the Young Six[2][3][4] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship. In the series finale The Last Problem, he is captain of the Canterlot royal guard years in the future.;[Griffon];Male;[Canterlot ,  School of Friendship, Ponyville ,  Griffonstone ];https://static.wikia.nocookie.net/mlp/images/b/bc/Gallus_ID_S8E1.png/revision/latest/scale-to-width-down/220?cb=20180328224846
Silverstream;Silverstream, or Silver Stream, is a female Hippogriff/seapony, Terramar's older sister, and one of the Young Six[3][4][5] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship.;[Hippogriff Seapony];Female;[School of Friendship, Ponyville ,  Seaquestria ];https://static.wikia.nocookie.net/mlp/images/4/45/Silverstream_ID_S8E1.png/revision/latest/scale-to-width-down/200?cb=20180329021441
Smolder;Smolder is a female dragon, Garble's younger sister, and one of the Young Six[1][2][3] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship.;[Dragon];Female;[School of Friendship, Ponyville ,  Dragon Lands ];https://static.wikia.nocookie.net/mlp/images/d/de/Smolder_ID_S8E1.png/revision/latest/scale-to-width-down/180?cb=20180328233518
Yona;Yona, or Yona Yak, is a female yak and one of the Young Six[1][2][3] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship. In the series finale The Last Problem, she is an employee at Rarity's Carousel Boutique years in the future.;[Yak];Female;[Ponyville ,  School of Friendship, Ponyville ,  Yakyakistan ];https://static.wikia.nocookie.net/mlp/images/2/22/Yona_ID_S8E2.png/revision/latest/scale-to-width-down/220?cb=20180329000918
Sandbar;Sandbar is a male Earth pony and one of the Young Six[1][2][3] who appears in My Little Pony Equestria Girls: Forgotten Friendship and seasons eight and nine of the show as a student at Twilight Sparkle's School of Friendship.;[Earth];Male;[Ponyville];https://static.wikia.nocookie.net/mlp/images/8/8d/Sandbar_ID_S8E2.png/revision/latest/scale-to-width-down/180?cb=20180328212530
Ocellus;Ocellus is a female changeling and one of the Young Six[3][4][5] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship.;[Changeling];Female;[School of Friendship, Ponyville ,  Changeling Kingdom ];https://static.wikia.nocookie.net/mlp/images/9/9b/Ocellus_ID_S8E1.png/revision/latest/scale-to-width-down/200?cb=20180329011609
Gallus;Gallus is a male griffon and one of the Young Six[2][3][4] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship. In the series finale The Last Problem, he is captain of the Canterlot royal guard years in the future.;[Griffon];Male;[Canterlot ,  School of Friendship, Ponyville ,  Griffonstone ];https://static.wikia.nocookie.net/mlp/images/b/bc/Gallus_ID_S8E1.png/revision/latest/scale-to-width-down/220?cb=20180328224846
Silverstream;Silverstream, or Silver Stream, is a female Hippogriff/seapony, Terramar's older sister, and one of the Young Six[3][4][5] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship.;[Hippogriff Seapony];Female;[School of Friendship, Ponyville ,  Seaquestria ];https://static.wikia.nocookie.net/mlp/images/4/45/Silverstream_ID_S8E1.png/revision/latest/scale-to-width-down/200?cb=20180329021441
Smolder;Smolder is a female dragon, Garble's younger sister, and one of the Young Six[1][2][3] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship.;[Dragon];Female;[School of Friendship, Ponyville ,  Dragon Lands ];https://static.wikia.nocookie.net/mlp/images/d/de/Smolder_ID_S8E1.png/revision/latest/scale-to-width-down/180?cb=20180328233518
Yona;Yona, or Yona Yak, is a female yak and one of the Young Six[1][2][3] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship. In the series finale The Last Problem, she is an employee at Rarity's Carousel Boutique years in the future.;[Yak];Female;[Ponyville ,  School of Friendship, Ponyville ,  Yakyakistan ];https://static.wikia.nocookie.net/mlp/images/2/22/Yona_ID_S8E2.png/revision/latest/scale-to-width-down/220?cb=20180329000918
Sandbar;Sandbar is a male Earth pony and one of the Young Six[1][2][3] who appears in My Little Pony Equestria Girls: Forgotten Friendship and seasons eight and nine of the show as a student at Twilight Sparkle's School of Friendship.;[Earth];Male;[Ponyville];https://static.wikia.nocookie.net/mlp/images/8/8d/Sandbar_ID_S8E2.png/revision/latest/scale-to-width-down/180?cb=20180328212530
Ocellus;Ocellus is a female changeling and one of the Young Six[3][4][5] who first appears in season eight of the show as a student at Twilight Sparkle's School of Friendship.;[Changeling];Female;[School of Friendship, Ponyville ,  Changeling Kingdom ];https://static.wikia.nocookie.net/mlp/images/9/9b/Ocellus_ID_S8E1.png/revision/latest/scale-to-width-down/200?cb=20180329011609
Diamond Tiara;Diamond Tiara is a female school-age Earth pony and minor antagonist who first appears in Call of the Cutie. She and Silver Spoon are classmates of the Cutie Mark Crusaders. She is called Diamond Dazzle Tiara in some merchandise.;[Earth];Female;[Ponyville];https://static.wikia.nocookie.net/mlp/images/6/6d/Diamond_Tiara_ID_S5E18.png/revision/latest/scale-to-width-down/220?cb=20151020181357
Filthy Rich;Filthy Rich is a male Earth pony and Diamond Tiara's father. He is introduced in the season two episode Family Appreciation Day. He is called Berry Rich in some merchandise. His names are based on the phrases filthy rich and very rich, meaning "very wealthy".;[Earth Human ];Male;[Ponyville];https://static.wikia.nocookie.net/mlp/images/6/6a/Filthy_Rich_ID_S2E12.png/revision/latest/scale-to-width-down/225?cb=20120509205325
Spoiled Rich;Spoiled Rich (née Spoiled Milk) is a female Earth pony and Diamond Tiara's manipulative and overbearing mother. She is first mentioned indirectly by Babs Seed in One Bad Apple, and she makes her series debut in Crusaders of the Lost Mark.;[Earth];Female;[Ponyville];https://static.wikia.nocookie.net/mlp/images/6/6d/Spoiled_Rich_ID_S5E18.png/revision/latest/scale-to-width-down/180?cb=20151020181406
Silver Spoon;Silver Spoon is a female school-age Earth pony and minor antagonist who first appears in Call of the Cutie, alongside her best friend Diamond Tiara. She and Diamond Tiara are classmates of the Cutie Mark Crusaders. Silver Spoon's name and cutie mark are derived from the phrase "born with a silver spoon in your mouth," which implies being born into wealth and privilege.;[Earth];Female;[With her family[1] in Ponyville];https://static.wikia.nocookie.net/mlp/images/1/16/Silver_Spoon_ID_S4E15.png/revision/latest/scale-to-width-down/220?cb=20140226190706
Twist;Twist is a school-age Earth pony with a noticeable speech impediment and a student of Cheerilee's class at Ponyville Schoolhouse. She was one of the few "blank flanks" in her class besides Apple Bloom, Scootaloo, and Sweetie Belle until she received her cutie mark in Call of the Cutie: two candy canes in the shape of a heart. She is called Twist-a-loo and Peppermint Twist in some merchandise and other media.;[Earth];Female;[Ponyville];https://static.wikia.nocookie.net/mlp/images/3/30/Twist_smiles_ID_S1E12.png/revision/latest/scale-to-width-down/240?cb=20120413024357
